Prediction (Amy),Prediction (Bella),Prediction (Colleen),Prediction (Fizz),Prediction (Holly),Prediction (Ister),Prediction (Liboulen),Prediction (Linestra),Prediction (Ziqual),Succeeded?
1,3,39.1,55,49,52,50.7,37.4,8,0
99,12,71.9,50,60,55,70.7,70.2,29,1
1,10,74.5,54,59,60,84.7,72.8,30,0
1,15,84.7,61,71,54,81.7,83,31,1
1,15,75.1,59,71,56,82.7,73.4,48,0
99,14,83.1,54,63,58,92.7,81.4,55,1
1,17,77,57,70,58,85.7,75.3,31,1
99,15,80.1,50,68,59,74.7,78.4,45,1
99,11,82.2,56,61,53,86.7,80.5,12,1
99,5,61.2,51,55,56,66.7,59.5,60,0
1,8,71.7,65,66,58,81.7,70,48,1
1,16,80.7,59,71,56,83.7,79,53,1
1,10,69.1,66,61,58,82.7,67.4,55,1
99,15,74.9,63,62,57,87.7,73.2,42,1
99,8,64.4,48,53,55,73.7,62.7,14,1
1,17,82,67,71,59,82.7,80.3,72,0
1,15,89.9,57,69,58,88.7,88.2,15,1
1,9,60.2,60,58,53,55.7,58.5,3,1
1,15,77.6,53,69,60,73.7,75.9,80,1
1,9,73.1,63,76,59,70.7,71.4,71,1
1,16,85.4,58,79,53,75.7,83.7,30,1
99,11,56,60,60,58,55.7,54.3,56,1
1,12,69.3,59,56,56,89.7,67.6,42,1
1,16,83.1,68,74,57,79.7,81.4,56,1
1,15,75.6,63,74,58,77.7,73.9,48,1
99,2,40.5,61,49,55,47.7,38.8,19,0
1,17,86.6,62,76,55,84.7,84.9,49,1
99,12,78.6,63,63,57,73.7,76.9,13,1
99,12,74.4,57,67,58,81.7,72.7,72,1
99,14,69.1,63,63,56,66.7,67.4,12,1
1,17,87.1,52,69,53,89.7,85.4,20,0
99,12,72.1,50,61,58,70.7,70.4,24,0
99,9,68.3,62,62,53,78.7,66.6,12,1
1,15,74.7,60,74,59,87.7,73,81,1
99,12,71.1,53,62,56,80.7,69.4,54,1
1,13,75.3,63,63,56,85.7,73.6,35,1
99,9,75.7,44,57,51,91.7,74,7,0
1,10,59.3,57,67,52,43.7,57.6,13,0
1,9,68.5,59,68,59,78.7,66.8,53,0
1,9,68.5,64,70,59,68.7,66.8,27,1
1,12,61.9,54,58,55,56.7,60.2,49,1
1,12,74.1,62,64,60,81.7,72.4,49,1
1,12,62.4,62,61,59,61.7,60.7,44,1
1,9,60.8,52,50,55,70.7,59.1,34,1
1,9,70.8,51,59,52,79.7,69.1,10,0
1,7,43.5,61,59,56,51.7,41.8,36,1
1,16,76.4,60,70,59,81.7,74.7,26,0
99,11,67.8,59,56,54,60.7,66.1,8,0
99,12,76.8,60,64,53,82.7,75.1,12,1
99,14,73.8,44,55,59,68.7,72.1,9,1
1,15,70.1,54,61,55,70.7,68.4,29,1
1,17,74.6,58,69,51,74.7,72.9,9,1
1,15,79.7,58,63,58,89.7,78,8,0
99,13,82.5,60,70,55,83.7,80.8,39,1
1,14,81,59,66,57,91.7,79.3,28,1
1,16,69.1,62,72,58,78.7,67.4,55,0
1,8,64.8,52,56,57,73.7,63.1,34,0
1,14,71.5,47,63,54,77.7,69.8,28,1
1,9,61,54,67,58,45.7,59.3,24,0
99,14,69,59,59,54,71.7,67.3,15,1
99,9,70,65,70,59,79.7,68.3,71,1
99,13,68,60,67,57,62.7,66.3,48,1
99,15,75,61,63,56,77.7,73.3,36,1
99,9,72.7,61,66,56,90.7,71,42,1
99,9,63.7,64,63,57,76.7,62,21,1
1,13,72.4,57,66,58,64.7,70.7,63,0
99,6,66.4,58,62,53,72.7,64.7,14,1
1,15,85.3,61,64,54,86.7,83.6,20,1
99,7,65.1,49,52,59,65.7,63.4,18,1
1,17,82.3,46,56,53,87.7,80.6,23,0
1,13,78.1,64,68,57,86.7,76.4,49,1
1,7,68.4,51,63,58,71.7,66.7,15,0
99,16,88.5,50,65,55,81.7,86.8,14,0
99,12,72.1,54,64,53,70.7,70.4,12,1
1,7,56.1,55,53,56,66.7,54.4,54,1
99,9,60.4,61,64,59,55.7,58.7,53,1
99,12,71,62,58,55,85.7,69.3,24,0
1,12,69.6,57,59,55,84.7,67.9,20,1
1,4,59.7,62,69,57,57.7,58,62,1
99,11,60.3,59,67,57,57.7,58.6,27,0
99,11,70.9,51,66,54,76.7,69.2,40,1
99,10,67.3,62,53,54,71.7,65.6,4,1
99,5,60.9,50,56,53,71.7,59.2,23,1
1,6,59.2,50,59,57,69.7,57.5,48,0
1,5,43.7,60,53,59,54.7,42,89,0
99,13,70.7,52,60,55,68.7,69,5,1
1,17,79.6,60,73,59,86.7,77.9,9,0
1,13,70.8,60,70,57,78.7,69.1,55,1
1,18,90.3,51,68,56,89.7,88.6,12,1
1,9,58.6,55,58,52,49.7,56.9,14,1
1,11,70.9,53,61,54,76.7,69.2,32,1
1,8,51.8,54,60,56,43.7,50.1,18,0
99,11,63.7,59,56,52,68.7,62,12,1
1,10,59.6,59,71,56,43.7,57.9,53,1
1,13,84.2,52,64,54,94.7,82.5,12,0
1,14,76.2,62,64,55,64.7,74.5,5,1
99,11,70.7,61,69,56,76.7,69,54,0
99,15,85.3,57,63,56,81.7,83.6,36,1
99,8,61.8,52,48,54,82.7,60.1,4,0
99,12,88.1,61,78,58,97.7,86.4,72,1
99,7,66.1,55,58,56,75.7,64.4,12,0
99,12,74.5,58,61,60,76.7,72.8,29,1
1,11,63.3,65,75,60,53.7,61.6,60,0
1,12,83.5,54,63,54,85.7,81.8,4,1
1,9,51.3,54,50,55,41.7,49.6,5,1
99,12,64.9,61,67,54,72.7,63.2,35,1
1,11,65.3,54,52,55,74.7,63.6,29,0
1,13,72.2,54,67,58,84.7,70.5,55,1
1,11,70.3,47,55,54,71.7,68.6,24,1
1,10,62.4,64,60,59,64.7,60.7,44,1
1,7,49.1,54,58,59,53.7,47.4,63,0
1,17,82.4,57,69,58,87.7,80.7,48,1
1,16,83.6,59,74,58,79.7,81.9,71,1
1,13,70,68,78,60,63.7,68.3,69,1
1,12,79.2,62,66,53,93.7,77.5,20,1
1,17,79.7,52,68,55,81.7,78,24,1
1,16,79.2,65,77,60,72.7,77.5,79,1
99,5,55.7,64,65,58,64.7,54,39,1
99,8,51.9,56,61,59,53.7,50.2,9,1
1,10,62,56,62,55,64.7,60.3,25,0
1,13,82.9,51,59,54,83.7,81.2,23,0
1,9,68.3,63,69,56,73.7,66.6,35,1
99,12,88.6,55,60,57,97.7,86.9,13,0
99,10,73.6,52,53,53,94.7,71.9,18,0
1,8,54.5,50,50,56,69.7,52.8,30,0
99,12,67.2,57,61,56,73.7,65.5,24,1
99,10,57.2,63,55,54,62.7,55.5,27,1
1,9,53.2,52,56,59,62.7,51.5,89,0
1,12,74.1,53,62,56,66.7,72.4,35,0
1,4,45,54,48,59,56.7,43.3,26,0
99,14,74,58,65,56,68.7,72.3,18,1
1,11,55.9,54,57,55,55.7,54.2,29,0
1,18,83.7,48,64,60,81.7,82,29,0
99,11,72.6,52,64,51,67.7,70.9,9,1
1,12,54.9,60,62,57,53.7,53.2,56,1
1,10,64.1,60,60,53,65.7,62.4,18,0
1,11,68.5,55,63,54,80.7,66.8,40,1
1,14,83.7,67,77,56,82.7,82,53,1
99,8,61.8,63,57,58,77.7,60.1,64,1
1,6,61.9,59,63,52,65.7,60.2,18,1
99,9,65.5,62,55,56,72.7,63.8,18,0
99,6,38.5,65,61,56,40.7,36.8,42,1
1,16,87.8,63,75,57,86.7,86.1,42,1
99,10,69.2,56,61,55,67.7,67.5,35,1
1,10,67.1,58,58,59,66.7,65.4,27,1
1,3,44.3,71,69,60,52.7,42.6,100,1
99,11,65,59,70,54,49.7,63.3,28,0
1,13,68,51,59,54,72.7,66.3,39,1
1,10,62,46,56,51,54.7,60.3,5,0
1,10,42.7,61,62,59,36.7,41,54,1
99,16,76.7,64,67,57,81.7,75,63,1
1,13,70.8,64,71,59,78.7,69.1,45,0
1,7,58.2,57,52,56,77.7,56.5,53,1
1,13,80,50,56,55,92.7,78.3,25,0
1,7,58.9,59,69,59,47.7,57.2,71,0
1,14,71.3,55,56,55,82.7,69.6,10,0
1,7,55.7,66,63,57,51.7,54,56,1
99,10,62.1,58,68,58,59.7,60.4,39,1
1,14,76.3,62,64,51,74.7,74.6,3,1
1,14,66.2,62,63,59,75.7,64.5,26,1
1,16,71.3,48,59,55,74.7,69.6,15,0
1,13,65.3,49,61,57,61.7,63.6,42,0
1,14,72.1,51,54,53,77.7,70.4,6,0
99,9,54.1,52,54,51,62.7,52.4,6,0
99,11,65.5,56,51,51,64.7,63.8,3,0
99,10,76.3,70,80,59,80.7,74.6,80,1
1,6,47,65,58,60,54.7,45.3,59,1
1,11,77.5,69,79,59,79.7,75.8,71,1
1,12,83.5,65,70,58,90.7,81.8,71,1
99,14,74,61,63,60,83.7,72.3,39,1
1,16,83.4,64,74,56,84.7,81.7,30,1
1,14,75.8,48,60,56,79.7,74.1,30,0
99,11,56.2,61,63,55,50.7,54.5,10,0
1,11,67.4,57,61,56,70.7,65.7,53,0
1,11,55.5,52,56,57,65.7,53.8,63,1
99,4,60,57,55,56,62.7,58.3,47,1
99,10,51.9,70,71,59,50.7,50.2,90,1
1,12,69.5,65,75,58,64.7,67.8,64,1
99,13,77.8,67,67,56,91.7,76.1,36,0
1,13,77.4,54,62,53,81.7,75.7,15,1
1,10,76.5,54,58,58,85.7,74.8,39,1
1,12,72.1,58,58,51,80.7,70.4,3,1
99,14,67,62,64,59,65.7,65.3,63,1
1,13,77.2,67,79,58,81.7,75.5,79,1
1,9,55.9,59,66,56,48.7,54.2,47,1
99,16,66.6,57,61,54,72.7,64.9,27,1
99,9,50.8,49,53,52,46.7,49.1,10,0
99,7,54,61,59,52,70.7,52.3,12,1
99,11,68.3,58,58,58,80.7,66.6,39,1
99,13,78.1,48,58,51,71.7,76.4,6,1
99,14,71.6,49,54,54,87.7,69.9,23,0
99,9,68.5,66,69,60,78.7,66.8,70,1
1,5,65.3,60,63,60,73.7,63.6,49,1
1,9,63.6,51,52,56,81.7,61.9,54,1
1,10,54.9,51,59,56,61.7,53.2,60,1
1,10,64.3,49,56,58,70.7,62.6,48,0
1,8,44.6,57,63,60,45.7,42.9,59,0
99,14,76,65,70,57,79.7,74.3,27,1
1,11,77.2,47,54,54,94.7,75.5,15,0
1,11,68.2,52,60,53,85.7,66.5,21,1
99,11,68.4,63,69,54,60.7,66.7,19,0
1,11,74.6,64,67,60,83.7,72.9,69,1
99,10,79.3,62,73,57,81.7,77.6,49,0
99,8,61.9,63,57,59,67.7,60.2,17,0
1,11,82.1,62,73,57,96.7,80.4,49,1
1,5,56.3,61,64,59,69.7,54.6,72,1
1,9,65,67,69,56,77.7,63.3,42,1
1,15,74.8,55,61,59,77.7,73.1,35,1
99,13,70.7,62,63,58,63.7,69,8,0
99,10,51.8,52,62,60,50.7,50.1,49,1
1,18,90.6,54,67,53,89.7,88.9,24,1
1,8,57.6,64,62,60,55.7,55.9,70,1
99,10,76.2,63,61,52,75.7,74.5,12,0
1,14,69,50,60,59,86.7,67.3,63,0
1,8,55,54,55,60,64.7,53.3,50,1
1,4,52.6,59,55,58,54.7,50.9,63,1
1,16,76.6,59,67,58,76.7,74.9,31,1
1,11,75.6,63,72,56,78.7,73.9,42,1
1,14,74,60,65,55,78.7,72.3,44,1
1,15,85,60,62,53,81.7,83.3,9,1
99,12,67.2,55,61,58,73.7,65.5,31,1
99,10,52.6,63,63,60,55.7,50.9,39,1
1,8,66.3,49,55,52,74.7,64.6,10,0
99,10,55.1,59,59,59,56.7,53.4,54,1
99,12,69.5,59,62,54,84.7,67.8,24,0
1,5,55.8,66,56,56,69.7,54.1,30,0
1,9,70.4,48,56,57,64.7,68.7,7,1
1,12,64.7,51,62,56,57.7,63,12,1
1,16,78.4,61,66,52,87.7,76.7,19,0
99,18,86,62,68,55,87.7,84.3,25,1
99,13,75.2,52,58,54,75.7,73.5,12,0
99,16,90.5,65,79,59,92.7,88.8,36,1
1,10,61.6,62,58,59,79.7,59.9,80,0
1,11,60.5,63,64,57,57.7,58.8,27,1
1,16,83,60,69,59,89.7,81.3,62,1
1,15,61.1,56,64,55,61.7,59.4,25,1
1,16,78.2,62,62,54,72.7,76.5,12,1
1,14,81.2,54,63,57,71.7,79.5,34,1
99,12,76.7,50,57,55,87.7,75,39,1
1,16,86.1,63,76,60,80.7,84.4,40,1
1,17,87.4,61,76,59,89.7,85.7,54,1
99,16,90.7,59,75,56,87.7,89,24,0
99,7,53.6,67,65,60,70.7,51.9,100,0
99,15,67.5,63,67,56,64.7,65.8,47,1
99,14,67.1,63,71,56,75.7,65.4,48,0
1,4,52.2,51,46,54,64.7,50.5,24,0
1,9,46.3,67,67,58,49.7,44.6,64,0
99,10,57.7,53,54,56,67.7,56,12,0
1,11,51.3,58,54,57,53.7,49.6,49,1
1,12,52.4,61,56,59,52.7,50.7,35,1
99,10,54.8,68,68,60,41.7,53.1,90,1
99,7,63.5,69,69,59,59.7,61.8,72,1
1,9,63.5,61,63,58,61.7,61.8,80,0
99,17,70.7,59,65,56,77.7,69,24,1
99,9,63,47,48,52,56.7,61.3,6,0
1,11,67.4,57,62,54,65.7,65.7,32,0
99,10,52.5,57,52,52,60.7,50.8,8,1
1,13,74.6,49,57,54,65.7,72.9,15,1
1,4,52.4,50,45,53,54.7,50.7,12,0
1,15,79.9,55,67,59,74.7,78.2,72,1
1,14,74.2,49,64,56,63.7,72.5,12,1
1,11,70,50,55,57,86.7,68.3,62,1
99,13,80,66,73,60,82.7,78.3,49,1
99,13,68.1,49,56,54,62.7,66.4,27,1
99,13,82.2,50,59,53,83.7,80.5,3,1
1,14,75.9,50,57,58,79.7,74.2,39,1
99,7,58.7,57,51,57,77.7,57,27,0
99,14,68.9,53,54,56,76.7,67.2,36,1
99,8,57.5,55,59,59,55.7,55.8,36,0
99,10,64.3,53,53,54,65.7,62.6,24,0
99,6,59.3,58,54,57,69.7,57.6,34,0
1,15,81.8,57,68,52,85.7,80.1,19,1
1,12,57.5,53,60,52,64.7,55.8,14,0
1,12,76.2,61,62,58,82.7,74.5,48,1
1,13,62.8,57,71,60,55.7,61.1,40,0
99,13,77.3,52,64,53,66.7,75.6,24,1
99,3,56,64,60,59,62.7,54.3,80,0
99,12,71.1,68,68,59,80.7,69.4,63,1
1,12,52.4,54,53,55,52.7,50.7,15,0
1,7,63.6,63,65,56,79.7,61.9,42,1
1,17,84.8,51,69,54,83.7,83.1,27,0
99,15,82.2,65,72,56,80.7,80.5,60,0
1,6,50.2,63,62,56,60.7,48.5,42,0
1,11,65.9,65,68,58,54.7,64.2,63,0
1,4,55.1,57,61,56,60.7,53.4,42,0
1,14,68.9,58,65,55,61.7,67.2,44,1
99,8,54.2,52,55,57,59.7,52.5,63,1
1,13,80,54,69,60,77.7,78.3,10,1
99,13,58.2,65,65,58,53.7,56.5,31,0
1,15,87.4,55,73,60,92.7,85.7,60,1
99,10,73.5,47,58,52,84.7,71.8,17,0
1,8,64.9,63,57,58,68.7,63.2,16,1
1,16,88.8,52,65,54,86.7,87.1,12,1
99,15,92.6,60,73,57,94.7,90.7,63,1
99,13,72.6,60,59,57,84.7,70.9,49,1
1,13,65.1,64,68,55,61.7,63.4,15,1
99,17,87.6,54,73,57,89.7,85.9,62,0
1,11,84.3,53,59,52,97.7,82.6,17,1
1,13,62.7,47,49,56,70.7,61,24,0
1,8,66.2,63,61,52,64.7,64.5,8,0
1,15,82.3,60,68,59,90.7,80.6,90,1
1,11,56.1,54,59,58,65.7,54.4,8,0
99,6,47.3,48,50,57,49.7,45.6,35,1
1,13,72.3,63,73,58,74.7,70.6,71,1
1,8,59.5,54,63,55,46.7,57.8,34,0
1,7,50.7,62,57,57,54.7,49,48,1
1,12,78.5,56,74,59,78.7,76.8,90,1
1,16,88.4,57,68,56,91.7,86.7,23,1
1,6,47,55,56,57,44.7,45.3,27,1
1,12,71.5,48,67,55,60.7,69.8,50,1
1,10,74,52,60,59,74.7,72.3,62,1
99,14,90.4,54,64,53,95.7,88.7,21,1
99,12,67.3,64,56,54,73.7,65.6,12,1
99,14,80.8,59,66,52,81.7,79.1,16,1
99,8,50,50,55,58,42.7,48.3,56,0
99,13,67.9,53,57,56,77.7,66.2,42,1
1,16,81.2,61,63,52,83.7,79.5,13,1
1,12,71.7,61,72,56,65.7,70,35,1
99,10,61.5,54,51,59,79.7,59.8,26,0
1,13,70.3,62,61,55,73.7,68.6,39,1
1,11,75.6,50,58,51,83.7,73.9,6,1
1,9,61.3,59,65,54,55.7,59.6,32,1
99,17,89.7,66,80,55,85.7,88,44,1
99,13,77.2,53,62,52,81.7,75.5,15,1
99,8,61.4,63,65,56,62.7,59.7,35,1
99,12,76,49,52,52,82.7,74.3,10,1
1,13,78.1,67,77,56,71.7,76.4,48,1
1,10,66.4,56,58,56,66.7,64.7,30,1
99,18,93.2,54,70,58,90.7,91.3,8,1
1,12,68.8,55,55,53,74.7,67.1,6,1
1,16,75.9,49,58,56,81.7,74.2,24,1
1,11,60.3,65,68,59,47.7,58.6,53,1
1,14,79.3,51,62,56,75.7,77.6,48,1
1,10,66.4,63,71,59,61.7,64.7,53,1
1,9,56.4,57,63,59,63.7,54.7,36,0
1,16,88.6,56,70,55,81.7,86.9,15,1
99,8,57,60,57,53,60.7,55.3,12,0
99,9,53.6,59,59,52,52.7,51.9,18,1
1,7,70.3,62,66,57,82.7,68.6,34,0
1,11,62.9,56,63,55,78.7,61.2,50,0
1,11,67.6,61,54,53,80.7,65.9,6,1
1,10,62,60,66,57,74.7,60.3,69,1
1,17,72.3,65,73,54,73.7,70.6,35,1
1,10,72,55,69,57,68.7,70.3,41,0
99,17,84.6,54,65,51,78.7,82.9,7,1
1,7,53.8,55,60,52,45.7,52.1,19,0
1,14,81.6,53,62,54,76.7,79.9,19,0
1,14,74.2,63,75,56,63.7,72.5,41,1
1,10,54.8,64,63,57,61.7,53.1,55,1
1,9,63.4,62,67,57,71.7,61.7,49,0
1,17,84.9,55,73,52,88.7,83.2,18,1
99,17,77.9,52,68,57,75.7,76.2,69,1
99,6,52.6,53,55,52,66.7,50.9,12,0
1,11,75.1,56,61,57,83.7,73.4,62,1
99,8,59.6,57,65,60,61.7,57.9,59,1
99,9,77,50,57,55,87.7,75.3,39,1
1,9,58.9,59,60,54,44.7,57.2,40,1
99,11,68.5,66,64,55,80.7,66.8,39,1
99,10,63.8,52,65,55,55.7,62.1,29,1
1,9,67.6,62,70,57,78.7,65.9,55,1
99,9,51,59,60,54,41.7,49.3,23,1
1,14,68.6,58,63,59,76.7,66.9,44,1
1,13,67.4,53,58,60,77.7,65.7,79,1
1,10,75.9,59,66,54,80.7,74.2,39,1
1,9,73,66,63,57,80.7,71.3,48,1
99,8,52.9,63,57,54,53.7,51.2,20,1
1,17,92,60,73,55,91.7,90.1,24,1
1,16,88.2,58,67,55,91.7,86.5,24,1
1,12,66.6,60,58,53,83.7,64.9,23,0
1,7,54.1,61,68,59,50.7,52.4,54,0
1,9,68.1,64,74,60,68.7,66.4,70,1
1,10,67.2,48,59,60,71.7,65.5,29,1
1,13,75,51,61,56,90.7,73.3,23,1
1,15,87.6,64,70,58,87.7,85.9,24,1
1,12,71.9,50,61,55,75.7,70.2,29,1
1,13,84.6,50,64,59,89.7,82.9,26,1
1,6,55.1,54,61,57,62.7,53.4,69,1
99,12,74.3,59,69,58,61.7,72.6,47,0
99,18,81.1,55,66,54,85.7,79.4,32,1
99,7,68.3,51,59,58,76.7,66.6,15,1
99,6,47.2,55,60,60,54.7,45.5,60,1
1,17,82.3,63,70,52,77.7,80.6,6,1
99,12,66.6,65,72,57,68.7,64.9,42,0
1,6,56.7,69,66,60,68.7,55,79,1
99,9,60.5,67,66,60,70.7,58.8,60,1
1,12,69.7,65,73,58,74.7,68,80,0
99,11,65.1,66,62,58,84.7,63.4,55,1
1,13,70.5,53,59,54,73.7,68.8,19,1
99,11,65.8,59,65,56,54.7,64.1,12,1
99,11,70.9,56,57,53,76.7,69.2,17,0
1,15,77.7,59,72,52,73.7,76,13,0
1,11,75.1,46,58,56,68.7,73.4,6,1
1,9,50.9,55,53,52,61.7,49.2,12,0
1,9,65,57,55,54,82.7,63.3,40,0
1,16,80.8,61,61,54,83.7,79.1,15,1
1,9,54,62,63,57,57.7,52.3,48,0
99,7,49.2,64,60,57,43.7,47.5,34,1
1,13,70.4,58,69,53,68.7,68.7,24,1
1,15,74.6,61,62,56,87.7,72.9,54,0
1,13,80.5,54,74,59,77.7,78.8,81,1
99,15,65.3,54,67,59,73.7,63.6,62,0
1,15,82.8,62,72,55,70.7,81.1,40,1
1,10,61.8,54,60,56,69.7,60.1,17,0
99,14,69.4,61,67,60,71.7,67.7,79,1
99,12,64.4,52,59,60,62.7,62.7,29,1
99,10,66.4,60,63,56,81.7,64.7,30,1
1,18,85.8,52,64,57,82.7,84.1,21,1
1,18,88.2,53,67,54,83.7,86.5,23,0
99,11,69.9,59,60,56,66.7,68.2,42,0
1,16,73.9,52,62,60,70.7,72.2,49,0
99,11,70.5,59,68,54,71.7,68.8,28,1
1,8,64.8,58,52,57,83.7,63.1,20,1
1,15,79.4,54,70,57,84.7,77.7,34,1
1,14,74.4,60,60,53,83.7,72.7,27,0
99,13,58.4,48,57,57,58.7,56.7,34,0
1,10,81.6,56,68,57,97.7,79.9,70,1
99,11,74.7,53,66,60,88.7,73,39,1
1,13,67.6,54,63,58,72.7,65.9,55,1
1,10,54.6,65,67,56,61.7,52.9,42,1
1,17,85,58,67,56,83.7,83.3,17,1
1,18,76.7,49,57,54,83.7,75,35,1
1,10,56.9,67,69,59,62.7,55.2,72,0
1,18,90.8,57,69,52,89.7,89.1,10,1
1,14,71.1,60,65,53,62.7,69.4,12,1
1,12,86.1,60,66,58,91.7,84.4,39,1
1,11,65.2,58,67,60,54.7,63.5,70,1
1,16,83.4,54,63,51,89.7,81.7,2,1
1,18,86.3,62,78,55,82.7,84.6,45,1
99,14,85.6,56,62,56,83.7,83.9,17,1
99,5,56.3,56,53,55,64.7,54.6,15,1
99,8,54.8,58,63,53,54.7,53.1,23,0
1,11,77.9,60,73,55,84.7,76.2,45,1
99,13,75.1,55,62,59,80.7,73.4,18,1
1,10,71.5,63,66,58,68.7,69.8,64,1
1,12,61.6,63,71,56,66.7,59.9,53,1
1,11,75.4,60,71,55,68.7,73.7,39,1
99,9,60.5,61,58,54,65.7,58.8,15,1
99,13,80,57,69,60,92.7,78.3,59,1
1,16,76.7,57,73,56,71.7,75,42,1
1,13,75.7,47,60,52,70.7,74,6,0
1,6,49.6,57,61,56,50.7,47.9,54,0
1,4,52.9,68,63,58,59.7,51.2,56,0
1,9,70.5,62,62,53,69.7,68.8,14,1
99,10,85.8,52,61,53,99.7,84.1,18,0
1,8,57.6,61,56,57,60.7,55.9,41,0
1,15,70.7,54,63,51,65.7,69,8,0
99,10,61.7,56,63,59,64.7,60,81,1
1,12,73.9,60,70,58,86.7,72.2,56,0
1,12,73.9,56,67,57,71.7,72.2,34,1
1,3,41.8,49,41,54,46.7,40.1,19,0
1,7,70.7,61,60,54,77.7,69,32,0
1,16,74.2,51,56,52,75.7,72.5,12,0
1,13,74.6,50,60,53,65.7,72.9,12,0
1,19,96.7,55,68,54,90.7,94.8,20,1
99,7,54.1,62,59,55,70.7,52.4,49,1
99,14,71.6,69,76,58,82.7,69.9,79,1
1,17,80.4,55,60,54,81.7,78.7,20,1
99,13,65.3,56,60,55,56.7,63.6,29,0
1,11,73.3,68,71,59,67.7,71.6,63,1
1,11,79.7,57,69,52,95.7,78,19,1
1,12,73.4,58,63,58,66.7,71.7,56,1
1,18,93.9,58,67,55,90.7,92,15,1
99,10,66.4,63,64,56,81.7,64.7,42,1
1,12,75.8,56,68,56,72.7,74.1,30,0
99,8,71.5,60,63,55,71.7,69.8,5,1
1,11,58,53,61,58,66.7,56.3,79,0
99,13,62.9,63,69,58,70.7,61.2,63,1
1,19,89.6,59,79,59,87.7,87.9,36,1
99,10,66.9,62,59,55,71.7,65.2,24,1
1,6,54.3,49,54,52,67.7,52.6,12,0
1,5,46.5,65,62,59,60.7,44.8,71,1
1,10,64,52,68,60,70.7,62.3,90,0
1,12,84.1,52,68,58,95.7,82.4,24,0
1,7,60.3,64,60,55,68.7,58.6,44,0
1,7,72.7,64,65,59,83.7,71,89,1
99,9,72.2,61,69,59,70.7,70.5,71,0
99,11,62.6,60,65,55,63.7,60.9,29,0
1,12,83,58,66,55,85.7,81.3,29,1
1,12,73.6,59,68,58,66.7,71.9,48,1
99,12,76.8,57,62,57,67.7,75.1,28,0
99,5,49.1,49,48,60,46.7,47.4,20,0
99,9,65.4,56,60,53,62.7,63.7,18,1
99,4,38.5,57,46,56,48.7,36.8,24,1
99,9,53.2,57,56,59,52.7,51.5,71,0
1,10,71.2,56,66,59,78.7,69.5,9,1
99,12,79.1,59,73,59,73.7,77.4,36,1
1,5,53.9,60,50,51,63.7,52.2,1,1
99,8,69.7,53,56,57,80.7,68,14,0
1,11,67.4,64,62,55,90.7,65.7,45,1
1,14,74.1,58,62,53,78.7,72.4,12,1
99,5,68.5,50,46,51,74.7,66.8,1,1
99,6,50.5,67,60,58,60.7,48.8,63,0
1,14,80.8,57,69,56,76.7,79.1,48,1
1,14,83,61,75,58,77.7,81.3,71,1
1,9,70.9,57,62,58,74.7,69.2,32,0
1,10,69.5,68,72,60,67.7,67.8,90,1
1,9,67.4,50,57,55,73.7,65.7,29,0
99,8,64.9,58,60,59,78.7,63.2,63,1
99,9,46,59,66,58,49.7,44.3,80,0
99,11,56.5,62,61,56,50.7,54.8,30,1
1,13,66.1,66,68,56,81.7,64.4,30,0
99,16,69.1,55,61,54,68.7,67.4,19,0
1,9,66,60,59,57,72.7,64.3,35,1
1,11,82.3,47,56,55,96.7,80.6,10,0
99,5,46.2,53,46,54,65.7,44.5,32,1
99,12,69.4,62,67,60,79.7,67.7,10,1
99,13,84.3,52,57,53,94.7,82.6,18,0
99,14,83.4,57,63,54,92.7,81.7,28,1
99,11,68.5,69,71,59,80.7,66.8,71,0
1,14,64.1,49,64,54,64.7,62.4,35,0
1,13,72.2,57,68,58,69.7,70.5,48,1
1,12,78.9,51,63,54,73.7,77.2,24,1
1,15,75.6,52,58,59,77.7,73.9,9,0
99,12,76.2,51,63,55,82.7,74.5,10,0
99,11,60.4,58,59,54,57.7,58.7,12,1
1,13,79.5,44,57,55,87.7,77.8,5,0
1,15,77.6,65,70,54,78.7,75.9,16,1
99,15,77.4,57,70,57,73.7,75.7,41,1
1,14,66.5,62,66,57,75.7,64.8,55,1
1,8,59.7,57,57,56,71.7,58,54,0
99,11,58.3,57,60,55,71.7,56.6,19,0
1,8,54.7,62,69,59,54.7,53,80,1
1,9,60.9,61,61,56,55.7,59.2,36,0
1,19,96.8,47,72,59,90.7,94.9,17,1
99,7,61.1,63,66,60,68.7,59.4,79,1
1,9,77,64,69,58,92.7,75.3,56,1
99,15,77.5,52,67,59,78.7,75.8,45,1
1,13,66.1,60,67,55,56.7,64.4,50,1
99,10,69.1,56,56,57,62.7,67.4,7,1
1,12,81.2,63,72,60,89.7,79.5,60,1
1,12,68.6,59,68,54,64.7,66.9,32,0
1,8,64.7,49,59,56,68.7,63,53,1
1,11,82.4,56,66,53,91.7,80.7,12,1
1,5,54,65,62,56,63.7,52.3,54,1
1,5,58.5,64,60,53,65.7,56.8,17,0
1,13,72.9,56,68,56,69.7,71.2,30,1
1,12,79.2,62,68,55,73.7,77.5,29,1
1,10,54.7,59,56,54,51.7,53,36,0
1,7,66.1,65,71,58,65.7,64.4,72,0
99,7,68.5,61,57,57,81.7,66.8,28,1
1,13,73,53,64,54,74.7,71.3,23,1
1,17,91.6,61,71,58,86.7,89.9,47,1
1,13,80.4,61,71,52,87.7,78.7,14,1
